종목명,시가총액,매출액,PSR,상승률,상승하락,년초가,현재가,결산월
3S,98050680,358,273884.58,1.314,상승,2280,2995,2019/03
AJ네트웍스,212103660,10567,20072.27,1.092,상승,4530,4945,2018/12
AJ렌터카,273503100,6525,41916.18,0.878,하락,12750,11200,2018/12
AK홀딩스,687571200,37112,18526.92,0.827,하락,53900,44600,2018/12
APS홀딩스,85756770,284,301960.46,1.825,상승,4225,7710,2018/12
AP시스템,303150000,7142,42446.09,1.19,상승,21850,26000,2018/12
AP위성,99099000,428,231539.72,1.026,상승,6460,6630,2018/12
BGF,759137240,2206,344123.86,0.832,하락,8050,6700,2018/12
BGF리테일,3551862000,57759,61494.52,1.012,상승,201000,203500,2018/12
BNK금융지주,2281545000,36288,62873.26,0.992,하락,7270,7210,2018/12
BYC,160000000,1979,80848.91,0.923,하락,246500,227500,2018/12
CJ,3384532000,295234,11463.9,0.791,하락,121000,95700,2018/12
CJ CGV,852788300,17694,48196.47,0.911,하락,41100,37450,2018/12
CJ ENM,4308459000,34268,125728.35,0.849,하락,202700,172100,2018/12
CJ대한통운,3798198000,92197,41196.55,0.846,하락,166000,140500,2018/12
CJ씨푸드,83180265,1507,55195.93,1.068,상승,2350,2510,2018/12
CJ제일제당,4982874000,186701,26689.06,0.859,하락,330500,284000,2018/12
CJ프레시웨이,303329600,28281,10725.56,1.14,상승,26350,30050,2018/12
CJ헬로,701669820,11780,59564.5,0.714,하락,9060,6470,2018/12
CMG제약,432499164,499,866731.79,0.701,하락,4081,2860,2018/12
CNH,51708000,152,340184.21,1.022,상승,1390,1420,2018/12
CS,36351550,587,61927.68,1.605,상승,1875,3010,2018/12
CSA 코스믹,76326020,635,120198.46,1.017,상승,4100,4170,2018/12
CS홀딩스,73394400,1226,59864.93,0.965,하락,62600,60400,2018/12
DB,166974420,2371,70423.63,0.995,하락,830,826,2018/12
DB금융스팩6호,9704200,0,0,1.047,상승,2005,2100,2018/12
DB금융투자,183366720,2988,61367.71,1.085,상승,4445,4825,2018/12
DB손해보험,4920600000,136949,35930.16,0.751,하락,70600,53000,2018/12
DB하이텍,466189500,6693,69653.29,1.276,상승,10850,13850,2018/12
DGB금융지주,1361625300,20293,67098.28,0.93,하락,8310,7730,2018/12
DMS,105025920,2987,35161.0,1.174,상승,4600,5400,2018/12
DRB동일,129146400,5454,23679.21,0.858,하락,6560,5630,2018/12
DSC인베스트먼트,70525000,153,460947.71,0.862,하락,4080,3515,2018/12
DSR,62720000,2360,26576.27,1.164,상승,4020,4680,2018/12
DSR제강,60624000,1853,32716.68,1.102,상승,4305,4745,2018/12
E1,377986000,46302,8163.49,1.02,상승,55700,56800,2018/12
EDGC,189184790,215,879929.26,1.021,상승,5220,5330,2018/12
EG,89250000,1126,79262.88,0.859,하락,11600,9960,2018/12
EMW,88359520,803,110036.76,1.0,보합,2780,2780,2018/12
F&F,617540000,6687,92349.33,1.988,상승,40100,79700,2018/12
GH신소재,26785000,653,41018.38,1.263,상승,2430,3070,2018/12
GKL,1481451200,4803,308442.89,0.738,하락,24650,18200,2018/12
GMR 머티리얼즈,43913350,1127,38964.82,0.842,하락,625,526,2018/12
GRT,120601250,3054,39489.6,1.078,상승,1865,2010,2018/06
GS,4506377500,177444,25396.05,1.016,상승,51100,51900,2018/12
GST,41045790,1299,31597.99,1.438,상승,4410,6340,2018/12
GS건설,3348227400,131394,25482.35,0.778,하락,44000,34250,2018/12
GS글로벌,198081600,40585,4880.66,1.06,상승,2480,2630,2018/12
GS리테일,3022250000,86916,34772.08,0.97,하락,39900,38700,2018/12
GS홈쇼핑,1136055300,11044,102866.29,0.95,하락,180800,171800,2018/12
GV,46392570,532,87204.08,1.567,상승,1720,2695,2018/12
HB테크놀러지,252373050,2739,92140.58,0.946,하락,3235,3060,2018/12
HDC,988730100,15478,63879.71,0.76,하락,17300,13150,2018/12
HDC아이콘트롤스,155053200,2720,57004.85,0.998,하락,9520,9500,2018/12
HDC현대EP,138605500,9108,15218.0,1.253,상승,4310,5400,2018/12
HDC현대산업개발,2128796100,27927,76227.17,0.738,하락,47800,35300,2018/12
HRS,46448200,746,62263.0,0.872,하락,2850,2485,2018/12
HSD엔진,168029700,5113,32863.23,0.636,하락,5350,3400,2018/12
IBKS제10호스팩,8898150,0,0,1.105,상승,2055,2270,2018/12
IBKS제5호스팩,11034000,0,0,1.188,상승,2463,2925,2018/12
IBKS제6호스팩,8932050,0,0,1.174,상승,2070,2430,2018/12
IBKS제7호스팩,7683250,0,0,1.096,상승,2072,2270,2018/12
IBKS제9호스팩,9604800,0,0,1.063,상승,3442,3660,2018/12
ISC,121488370,1159,104821.72,1.059,상승,8780,9300,2018/12
ITX엠투엠,25110650,277,90652.17,1.087,상승,1500,1630,2018/12
JB금융지주,1091285820,19265,56646.03,1.005,상승,5700,5730,2018/12
JTC,230339480,5189,44389.96,1.022,상승,6750,6900,2019/02
JW생명과학,350745250,1552,225995.65,1.077,상승,22000,23700,2018/12
JW신약,273752190,918,298205.0,0.759,하락,6720,5100,2018/12
JW중외제약,828077000,5372,154146.87,0.778,하락,40750,31700,2018/12
JW홀딩스,463905990,7254,63951.75,0.96,하락,7170,6880,2018/12
JYP Ent.,1027062750,1248,822966.95,0.68,하락,30500,20750,2018/12
KBI메탈,64668870,4638,13943.27,0.832,하락,2110,1755,2018/12
KB금융,19212246400,137346,139882.1,0.964,하락,46700,45000,2018/12
KB오토시스,62100000,1519,40882.16,1.092,상승,5310,5800,2018/12
KCC건설,149800000,10636,14084.24,0.945,하락,7080,6690,2018/12
KCI,87680600,606,144687.46,1.282,상승,7840,10050,2018/12
KC그린홀딩스,82112100,5347,15356.67,1.058,상승,3780,4000,2018/12
KC코트렐,55575000,1820,30535.71,1.431,상승,4305,6160,2018/12
KD건설,41487538,421,98545.22,0.908,하락,109,99,2018/12
KEC,117512340,2174,54053.51,1.081,상승,1045,1130,2018/12
KG ETS,111060000,1237,89781.73,1.103,상승,3210,3540,2018/12
KG모빌리언스,217124820,2029,107010.75,0.836,하락,7440,6220,2018/12
KG이니시스,443673600,9246,47985.46,0.846,하락,15550,13150,2018/12
KG케미칼,205524000,12828,16021.52,0.684,하락,17550,12000,2018/12
KH바텍,162189500,2040,79504.66,1.102,상승,8270,9110,2018/12
KISCO홀딩스,240188000,13148,18268.03,0.956,하락,13700,13100,2018/12
KJ프리텍,11685465,534,21882.89,0.896,하락,432,387,2018/12
KMH,166053360,1926,86216.7,0.841,하락,7530,6330,2018/12
KMH하이텍,41821420,610,68559.7,1.372,상승,904,1240,2018/12
KNN,111373630,641,173749.81,1.224,상승,833,1020,2018/12
KPX생명과학,63225000,328,192759.15,1.08,상승,4300,4645,2018/12
KPX케미칼,251680000,7667,32826.4,1.126,상승,52200,58800,2018/12
KPX홀딩스,259415000,10224,25373.14,0.925,하락,61600,57000,2018/12
KR모터스,94722000,366,258803.28,0.978,하락,505,494,2018/12
KSS해운,148390400,2025,73279.21,1.052,상승,6480,6820,2018/12
KTB투자증권,178227870,2302,77423.05,0.948,하락,3005,2850,2018/12
KTH,166431900,2789,59674.4,0.914,하락,4815,4400,2018/12
KTcs,104791675,10161,10313.13,0.861,하락,2490,2145,2018/12
KTis,84916880,4508,18836.93,0.918,하락,2495,2290,2018/12
KT서브마린,68656500,613,112000.82,1.023,상승,3205,3280,2018/12
LF,732462000,17067,42916.86,1.008,상승,25050,25250,2018/12
LG,11751131700,119448,98378.64,1.069,상승,69400,74200,2018/12
LG디스플레이,6369124800,243366,26170.97,0.925,하락,18100,16750,2018/12
LG상사,594966000,99882,5956.69,1.205,상승,15350,18500,2018/12
LG생활건강,16883058000,67475,250212.05,1.192,상승,1106000,1318000,2018/12
LG유플러스,7837167450,121251,64635.9,0.79,하락,17650,13950,2018/12
LG이노텍,1980927900,79821,24817.13,1.239,상승,87200,108000,2018/12
LG전자,10277094400,613417,16753.85,1.092,상승,63300,69100,2018/12
LG하우시스,503104800,32665,15401.95,1.002,상승,56600,56700,2018/12
LG화학,23789504000,281830,84410.83,1.014,상승,351000,356000,2018/12
LIG넥스원,841500000,14775,56954.31,0.78,하락,37100,28950,2018/12
LPK로보틱스,13976550,222,62957.43,0.471,하락,2975,1400,2018/12
LS,1564920000,101102,15478.63,0.978,하락,49400,48300,2018/12
LS네트웍스,197007500,4459,44181.99,1.247,상승,2510,3130,2018/12
LS산전,1422000000,24850,57223.34,0.98,하락,49150,48150,2018/12
LS전선아시아,169968750,4413,38515.47,1.41,상승,5680,8010,2018/12
MH에탄올,42724410,728,58687.38,1.087,상승,5890,6400,2018/12
MP그룹,106262520,1198,88699.93,1.0,보합,1315,1315,2018/12
MP한강,84962345,542,156757.09,0.603,하락,1520,917,2018/12
NAVER,19447934000,55869,348098.84,0.996,하락,121000,120500,2018/12
NEW,119856270,1612,74352.52,1.002,상승,4385,4395,2018/12
NE능률,39414160,860,45830.42,1.12,상승,2825,3165,2018/12
NHN벅스,85705840,897,95547.2,1.146,상승,5760,6600,2018/12
NHN한국사이버결제,266463600,4327,61581.6,1.454,상승,11900,17300,2018/12
NH투자증권,3475401150,12316,282185.87,1.073,상승,13100,14050,2018/12
NICE,678087800,16119,42067.61,1.177,상승,18100,21300,2018/12
NICE평가정보,637507500,3838,166104.09,1.358,상승,10900,14800,2018/12
NI스틸,64922000,1507,43080.29,1.14,상승,2280,2600,2018/12
OCI,2539918500,31121,81614.3,0.848,하락,107500,91200,2018/12
PN풍년,22100000,618,35760.52,1.285,상승,2245,2885,2018/12
RFHIC,577984500,1081,534675.76,1.202,상승,25000,30050,2018/12
S&K폴리텍,41900320,2821,14853.0,1.317,상승,3630,4780,2018/12
S&TC,80700250,1395,57849.64,1.345,상승,11150,15000,2018/12
S&T모티브,400670200,10584,37856.22,1.707,상승,26800,45750,2018/12
S&T중공업,236096300,3963,59575.15,0.969,하락,7200,6980,2018/12
S&T홀딩스,215212800,14013,15358.08,1.135,상승,13000,14750,2018/12
S-Oil,10278827900,254633,40367.23,0.928,하락,97300,90300,2018/12
SBI인베스트먼트,110691761,169,654980.83,1.029,상승,686,706,2018/12
SBI핀테크솔루션즈,387114900,788,491262.56,0.847,하락,16300,13800,2019/03
SBS,385138300,9140,42137.67,0.965,하락,19850,19150,2018/12
SBS미디어홀딩스,286786800,3911,73328.25,1.131,상승,2055,2325,2018/12
SBS콘텐츠허브,107963920,1598,67561.9,1.22,상승,4990,6090,2018/12
SCI평가정보,70112500,499,140506.01,1.106,상승,2035,2250,2018/12
SDN,65934980,609,108267.62,0.804,하락,1655,1330,2018/12
SFA반도체,193337140,4579,42222.57,1.927,상승,1370,2640,2018/12
SG,133188900,1458,91350.41,0.848,하락,11350,9630,2018/12
SG&G,79422710,10888,7294.52,0.918,하락,2430,2230,2018/12
SGA,52569494,889,59133.29,0.906,하락,1083,981,2018/12
SGA솔루션즈,43398400,454,95591.19,1.206,상승,1285,1550,2018/12
SGA임베디드,15021200,256,58676.56,0.879,하락,3400,2990,2018/12
SG세계물산,147162975,3202,45959.7,1.399,상승,740,1035,2018/12
SG충방,130395600,1345,96948.4,0.652,하락,3100,2020,2018/12
SH에너지화학,120580390,1836,65675.59,0.991,하락,1110,1100,2018/12
SIMPAC,159649200,3062,52138.86,1.132,상승,2460,2785,2018/12
SK,17730720000,1015020,17468.35,0.866,하락,261000,226000,2018/12
SK3호스팩,7380000,0,0,1.027,상승,2050,2105,2018/12
SK4호스팩,10371600,0,0,1.042,상승,2010,2095,2018/12
SKC,1330615750,27678,48074.85,1.224,상승,35950,44000,2018/12
SKC 솔믹스,163574040,1403,116588.77,1.534,상승,2685,4120,2018/12
SKC코오롱PI,945585200,2455,385167.09,1.001,상승,33500,33550,2018/12
SK가스,639940000,68592,9329.66,1.119,상승,70500,78900,2018/12
SK네트웍스,1285613840,139865,9191.82,1.038,상승,5260,5460,2018/12
SK디스커버리,487372800,69392,7023.47,0.987,하락,26200,25850,2018/12
SK디앤디,516528000,5628,91778.25,0.976,하락,26900,26250,2018/12
SK머티리얼즈,1540008000,6873,224066.35,1.112,상승,150000,166800,2018/12
SK바이오랜드,234000000,1006,232604.37,0.926,하락,16150,14950,2018/12
SK이노베이션,15626754000,545109,28667.21,0.939,하락,180000,169000,2018/12
SK증권,312381990,2076,150473.02,1.026,상승,665,682,2018/12
SK케미칼,807126000,13677,59013.38,0.697,하락,69900,48700,2018/12
SK텔레콤,22003285000,168740,130397.56,0.97,하락,267500,259500,2018/12
SK하이닉스,44116921200,404451,109078.53,1.219,상승,61300,74700,2018/12
SM C&C,187651695,1970,95254.67,0.746,하락,2050,1530,2018/12
SM Life Design,66064050,200,330320.25,1.124,상승,1535,1725,2018/12
SPC삼립,1082939500,22009,49204.39,0.766,하락,127000,97300,2018/12
STX,224887800,15030,14962.59,0.839,하락,11850,9940,2018/12
STX엔진,154160300,5773,26703.67,1.028,상승,6750,6940,2018/12
STX중공업,157259200,2148,73211.92,0.612,하락,5710,3495,2018/12
SV인베스트먼트,94117712,306,307574.22,1.342,상승,1725,2315,2019/03
TCC스틸,44462570,4132,10760.54,1.167,상승,2040,2380,2018/12
THE E&M,75234159,309,243476.24,1.329,상승,835,1110,2018/12
THE MIDONG,47720320,196,243471.02,0.833,하락,3435,2860,2018/12
TJ미디어,47856420,685,69863.39,0.951,하락,3365,3200,2018/12
TPC,48697500,1046,46555.93,1.225,상승,3770,4620,2018/12
TS인베스트먼트,53137770,113,470245.75,0.804,하락,2395,1925,2018/12
UCI,56422800,198,284963.64,1.326,상승,4200,5570,2018/12
WI,124343699,193,644267.87,0.87,하락,9246,8040,2018/12
WISCOM,42223130,1119,37732.91,0.989,하락,2750,2720,2018/12
W홀딩컴퍼니,72371382,520,139175.73,0.723,하락,553,400,2018/12
YG PLUS,115469435,1024,112763.12,0.578,하락,2015,1165,2018/12
YTN,86100000,1324,65030.21,0.889,하락,2125,1890,2018/12
YW,45136125,294,153524.23,0.922,하락,3975,3665,2018/12
iMBC,52440000,581,90258.18,1.047,상승,2250,2355,2018/12
가비아,88525440,1287,68784.34,1.296,상승,6390,8280,2018/12
가온미디어,112055800,6098,18375.83,1.258,상승,7990,10050,2018/12
가온전선,70512000,8407,8387.3,1.083,상승,17500,18950,2018/12
감마누,9720192,330,29455.13,1.0,보합,408,408,2018/12
강남제비스코,159575000,3070,51978.83,1.012,상승,24650,24950,2018/12
강스템바이오텍,491470000,92,5342065.22,0.667,하락,22100,14750,2018/12
강원랜드,6610776900,14381,459688.26,0.973,하락,31500,30650,2018/12
갤럭시아에스엠,45733000,221,206936.65,1.123,상승,1665,1870,2018/12
갤럭시아컴즈,109647850,814,134702.52,1.193,상승,2765,3300,2018/12
게임빌,335685500,1125,298387.11,0.74,하락,54500,40350,2018/12
경남스틸,49000000,2749,17824.66,0.905,하락,2000,1810,2018/12
경남제약,211560000,414,511014.49,1.0,보합,17200,17200,2018/12
경농,224512200,2127,105553.46,1.344,상승,11050,14850,2018/12
경동나비엔,509600000,7267,70125.22,0.94,하락,41550,39050,2018/12
경동도시가스,156604400,16065,9748.17,0.914,하락,33300,30450,2018/12
경동인베스트,87505000,2286,38278.65,1.031,상승,37250,38400,2018/12
경동제약,296032500,1793,165104.57,0.764,하락,11400,8710,2018/12
경방,300194250,3514,85428.07,0.935,하락,10750,10050,2018/12
경보제약,239070000,2013,118763.04,0.915,하락,10300,9420,2018/12
경인양행,234296800,3311,70763.15,1.243,상승,5800,7210,2018/12
경인전자,34247800,185,185123.24,1.166,상승,21950,25600,2018/12
경창산업,49072030,5965,8226.66,0.736,하락,1385,1020,2018/12
계룡건설산업,188444100,22927,8219.31,1.202,상승,21750,26150,2018/12
계양전기,108721000,3651,29778.42,0.993,하락,3400,3375,2018/12
고려개발,141084765,5541,25461.97,0.878,하락,4875,4280,2018/12
고려산업,53618850,1584,33850.28,1.451,상승,2185,3170,2018/12
고려시멘트,79950000,858,93181.82,0.983,하락,2640,2595,2018/12
고려신용정보,54554500,1035,52709.66,1.356,상승,3790,5140,2018/12
고려아연,8000880000,68833,116236.11,1.056,상승,427500,451500,2018/12
고려제강,469000000,15772,29736.24,1.072,상승,22950,24600,2018/12
고려제약,77330000,520,148711.54,0.941,하락,7240,6810,2018/12
고영,1142948000,2382,479827.04,1.062,상승,82800,87900,2018/12
골드퍼시픽,25104240,80,313803.0,1.455,상승,1430,2080,2018/12
골든브릿지이안5호,9428750,0,0,1.053,상승,1990,2095,2018/12
골든센츄리,69489600,1216,57146.05,1.054,상승,776,818,2018/12
골프존,208957500,1987,105162.3,2.322,상승,33500,77800,2018/12
골프존뉴딘홀딩스,153570645,2230,68865.76,1.305,상승,3755,4900,2018/12
광동제약,351744910,11802,29803.84,1.045,상승,6890,7200,2018/12
광림,123811880,1366,90638.27,1.192,상승,2525,3010,2018/12
광명전기,111812040,1141,97994.78,0.85,하락,2730,2320,2018/12
광전자,118785200,1769,67148.22,1.072,상승,2025,2170,2018/12
광주신세계,284000000,1352,210059.17,0.972,하락,177500,172500,2018/12
광진실업,22737750,436,52150.8,0.997,하락,3580,3570,2018/12
광진윈텍,22261690,938,23733.14,1.388,상승,2295,3185,2018/12
교보7호스팩,8160600,0,0,1.18,상승,2050,2420,2018/12
교보8호스팩,7495800,0,0,1.077,상승,2015,2170,2018/12
교보증권,320400000,2716,117967.6,1.094,상승,9190,10050,2018/12
구영테크,40778730,1952,20890.74,1.042,상승,1560,1625,2018/12
국도화학,265853250,12806,20760.05,1.013,상승,45700,46300,2018/12
국동,39291222,2196,17892.18,0.73,하락,2289,1670,2018/12
국보,18673530,715,26116.83,6.317,상승,1135,7170,2018/12
국보디자인,100125000,2543,39372.79,1.111,상승,13500,15000,2018/12
국순당,72235610,615,117456.28,0.936,하락,4060,3800,2018/12
국영지앤엠,52865925,563,93900.4,0.759,하락,1595,1210,2018/12
국일신동,47797900,293,163132.76,1.393,상승,4500,6270,2018/12
국일제지,135013560,487,277235.24,3.198,상승,1210,3870,2018/12
국제약품,78204250,1077,72613.05,1.047,상승,4240,4440,2018/12
그린케미칼,71600000,2541,28177.88,1.025,상승,3600,3690,2018/12
극동유화,112626870,8309,13554.8,1.055,상승,3295,3475,2018/12
글로벌에스엠,41329136,1035,39931.53,0.996,하락,763,760,2018/12
글로벌텍스프리,131234810,415,316228.46,1.041,상승,3487,3630,2018/12
글로본,106683810,298,357999.36,0.895,하락,3840,3435,2018/12
금강공업,100519200,5679,17700.16,1.048,상승,4100,4295,2018/12
금강철강,70012800,1950,35904.0,0.908,하락,3810,3460,2018/12
금비,64900000,1970,32944.16,0.986,하락,65300,64400,2018/09
금양,95963940,2054,46720.52,0.945,하락,2350,2220,2018/12
금호산업,408997250,13767,29708.52,1.059,상승,11950,12650,2018/12
금호석유화학,2571499200,55849,46043.78,0.994,하락,87000,86500,2018/12
금호에이치티,106700940,2093,50979.9,0.71,하락,7140,5070,2018/12
금호전기,45629580,773,59029.21,0.452,하락,6670,3015,2018/12
금호타이어,1493752000,25587,58379.33,0.823,하락,5310,4370,2018/12
금화피에스시,177000000,2333,75867.98,1.098,상승,30150,33100,2018/12
기가레인,91715260,1191,77006.94,0.921,하락,1835,1690,2018/12
기산텔레콤,40961370,564,72626.54,0.936,하락,2830,2650,2018/12
기신정기,97528000,1190,81956.3,1.186,상승,3435,4075,2019/03
기아자동차,13295906400,541698,24544.87,1.288,상승,33450,43100,2018/12
기업은행,7587715450,90406,83929.33,0.982,하락,13950,13700,2018/12
까뮤이앤씨,65018880,1163,55906.17,0.942,하락,1370,1290,2018/12
깨끗한나라,106099609,6263,16940.7,0.799,하락,2946,2355,2018/12
나노,46034360,819,56208.01,1.101,상승,1925,2120,2018/12
나노메딕스,151259200,398,380048.24,1.511,상승,5660,8550,2018/12
나노스,577774200,611,945620.62,1.044,상승,4925,5140,2018/12
나노신소재,162177600,522,310685.06,1.267,상승,15350,19450,2018/12
나노엔텍,117135315,258,454012.85,1.023,상승,4400,4500,2018/12
나노캠텍,121487460,607,200144.09,0.815,하락,5690,4635,2018/12
나라엠앤디,71710000,1418,50571.23,0.777,하락,5280,4100,2018/12
나무가,69629000,3128,22259.91,2.289,상승,19000,43500,2018/12
나무기술,38010960,657,57855.34,2.255,상승,1390,3135,2018/12
나스미디어,237260500,1066,222570.83,1.169,상승,28650,33500,2018/12
나우아이비캐피탈,39958200,69,579104.35,1.051,상승,4195,4410,2018/12
나이벡,64167806,52,1233996.27,0.726,하락,9575,6950,2018/12
나이스디앤비,108416000,520,208492.31,1.122,상승,7150,8020,2018/12
나이스정보통신,194000000,4150,46746.99,1.592,상승,19600,31200,2018/12
남광토건,117924000,1572,75015.27,0.96,하락,12550,12050,2018/12
남선알미늄,324477155,3478,93294.18,1.262,상승,2885,3640,2018/12
남성,68259620,833,81944.32,2.093,상승,1945,4070,2018/12
남양유업,444240000,10797,41144.76,0.888,하락,624000,554000,2018/12
남영비비안,41757440,2061,20260.77,1.089,상승,6160,6710,2018/12
남해화학,563856650,12427,45373.51,0.835,하락,11750,9810,2018/12
남화산업,188380200,134,1405822.39,0.769,하락,9650,7420,2018/12
남화토건,123270000,517,238433.27,0.764,하락,11300,8630,2018/12
내츄럴엔도텍,268658000,89,3018629.21,0.346,하락,13600,4705,2018/12
네오디안테크놀로지,66522300,554,120076.35,0.967,하락,1805,1745,2018/12
네오오토,33468750,1152,29052.73,1.12,상승,4280,4795,2018/12
네오위즈,272841750,2155,126608.7,1.092,상승,12500,13650,2018/12
네오위즈홀딩스,100526950,2283,44032.83,1.232,상승,11200,13800,2018/12
네오티스,46258800,452,102342.48,0.961,하락,4205,4040,2018/12
네오팜,328284000,663,495149.32,1.059,상승,45500,48200,2018/12
네오펙트,88680000,57,1555789.47,0.829,하락,7440,6170,2018/12
네이블커뮤니케이션즈,25271100,158,159943.67,1.043,상승,4160,4340,2018/12
네이처셀,562340544,267,2106144.36,0.787,하락,11171,8790,2018/12
네추럴FNP,38066400,531,71688.14,0.839,하락,3500,2935,2018/12
네패스,236621900,2706,87443.42,3.206,상승,9840,31550,2018/12
네패스신소재,197992277,133,1488663.74,0.67,하락,11423,7650,2018/12
넥센,297169200,13600,21850.68,1.135,상승,5500,6240,2018/12
넥센타이어,879012000,19840,44305.04,0.987,하락,9070,8950,2018/12
넥스턴,133278750,266,501047.93,0.914,하락,11100,10150,2018/12
넥스트BT,96075720,877,109550.42,1.026,상승,1550,1590,2018/12
넥스트사이언스,138436500,132,1048761.36,0.668,하락,6100,4075,2018/12
넥스트아이,173896580,872,199422.68,0.937,하락,2310,2165,2018/12
넥슨지티,225326010,325,693310.8,1.272,상승,6660,8470,2018/12
넵튠,220183100,182,1209797.25,0.869,하락,10150,8820,2018/12
넷게임즈,176902110,236,749585.21,1.123,상승,7230,8120,2018/12
넷마블,9038196000,20213,447147.68,0.811,하락,113500,92100,2018/12
노루페인트,157400000,6147,25605.99,0.888,하락,8300,7370,2018/12
노루홀딩스,162150200,8360,19395.96,0.975,하락,12200,11900,2018/12
노바렉스,137761200,1073,128388.82,1.47,상승,15850,23300,2018/12
노바텍,125391700,259,484137.84,0.694,하락,26500,18400,2018/12
녹십자,1595275500,13349,119505.24,0.783,하락,136000,106500,2018/12
녹십자랩셀,470708400,506,930253.75,0.725,하락,45900,33300,2018/12
녹십자셀,603317700,296,2038235.47,0.808,하락,50800,41050,2018/12
녹십자엠에스,114720000,863,132931.63,0.694,하락,12600,8750,2018/12
녹십자홀딩스,1147483200,15487,74093.32,0.863,하락,24900,21500,2018/12
녹원씨엔아이,134258040,764,175730.42,0.968,하락,9050,8760,2018/12
농심,1526833000,22364,68271.91,0.947,하락,253000,239500,2018/12
농심홀딩스,323732400,5432,59597.28,1.184,상승,70000,82900,2018/12
농우바이오,175539450,1040,168787.93,1.004,상승,11200,11250,2018/12
누리텔레콤,68478080,1904,35965.38,0.995,하락,5690,5660,2018/12
누리플랜,29931300,477,62749.06,0.838,하락,6600,5530,2018/12
뉴로스,136784100,513,266635.67,0.816,하락,6800,5550,2018/12
뉴보텍,37743920,400,94359.8,1.0,보합,1450,1450,2018/12
뉴인텍,44227478,501,88278.4,0.616,하락,829,511,2018/12
뉴지랩,66880225,186,359571.1,2.118,상승,4400,9320,2018/12
뉴트리,108384000,872,124293.58,1.35,상승,12300,16600,2018/12
뉴파워프라즈마,95700000,734,130381.47,1.398,상승,12050,16850,2018/12
뉴프라이드,174616530,270,646727.89,0.729,하락,2050,1495,2018/12
뉴프렉스,61352400,1955,31382.3,0.732,하락,2870,2100,2018/12
다나와,194817500,1063,183271.4,1.488,상승,15150,22550,2018/12
다날,208589500,2099,99375.66,0.875,하락,3550,3105,2018/12
다믈멀티미디어,33607350,111,302768.92,0.79,하락,4285,3385,2018/12
다산네트웍스,212262190,3569,59473.86,1.077,상승,7040,7580,2018/12
다스코,120120000,2408,49883.72,0.759,하락,8260,6270,2018/12
다우기술,856959700,23546,36395.13,1.092,상승,19050,20800,2018/12
다우데이타,360403000,26699,13498.75,0.926,하락,9500,8800,2018/12
다원시스,417616000,1287,324487.96,0.822,하락,16900,13900,2018/12
다이노나,101590520,45,2257567.11,0.779,하락,7690,5990,2018/12
대교,564969010,7631,74036.04,0.92,하락,6620,6090,2018/12
대구백화점,96965120,1200,80804.27,0.696,하락,9100,6330,2018/12
대덕전자,693482230,5921,117122.48,1.181,상승,9020,10650,2018/12
대동공업,121961920,6548,18625.83,1.102,상승,5220,5750,2018/12
대동금속,22639200,809,27984.18,1.203,상승,9853,11850,2018/12
대동기어,24986640,1320,18929.27,1.16,상승,2775,3220,2018/12
대동스틸,96600000,1015,95172.41,0.671,하락,10400,6980,2018/12
대동전자,35351300,480,73648.54,1.543,상승,3345,5160,2019/03
대륙제관,78640335,1963,40061.3,1.048,상승,4935,5170,2018/12
대림비앤코,74690560,2472,30214.63,0.943,하락,4570,4310,2018/12
대림산업,3354720000,109845,30540.49,1.01,상승,101000,102000,2018/12
대림씨엔에스,131776200,2056,64093.48,0.895,하락,10550,9440,2018/12
대림제지,63900000,1465,43617.75,1.0,보합,1480,1480,2018/12
대림통상,59682000,2013,29648.29,0.983,하락,4200,4130,2018/12
대명코퍼레이션,189000000,2810,67259.79,0.997,하락,1935,1930,2018/12
대보마그네틱,214024600,206,1038954.37,0.651,하락,73200,47650,2018/12
대봉엘에스,69515490,718,96818.23,1.249,상승,6340,7920,2018/12
대상,852340800,29568,28826.46,0.986,하락,25050,24700,2018/12
대상홀딩스,284634180,33980,8376.52,0.903,하락,7850,7090,2018/12
대성미생물,64600000,251,257370.52,0.953,하락,17900,17050,2018/12
대성산업,192022575,9455,20309.1,1.089,상승,4200,4575,2018/12
대성에너지,145750000,7710,18904.02,1.015,상승,5400,5480,2018/12
대성엘텍,79828461,3481,22932.62,0.911,하락,861,784,2018/12
대성창투,67200000,97,692783.51,0.912,하락,1760,1605,2018/12
대성파인텍,50081600,386,129745.08,0.894,하락,1650,1475,2018/12
대성홀딩스,100878030,9098,11087.93,1.203,상승,6300,7580,2018/12
대신밸런스제4호스팩,10521000,0,0,1.01,상승,2100,2120,2018/12
대신밸런스제5호스팩,10275000,0,0,1.584,상승,2500,3960,2018/12
대신밸런스제6호스팩,10070100,0,0,1.07,상승,2010,2150,2018/12
대신정보통신,63792140,2075,30743.2,0.708,하락,1645,1165,2019/03
대신증권,555964350,5139,108185.32,1.132,상승,11350,12850,2018/12
대아티아이,552851040,1027,538316.49,0.637,하락,8300,5290,2018/12
대양금속,46438860,1650,28144.76,1.892,상승,3625,6860,2018/12
대양전기공업,114804000,1229,93412.53,1.025,상승,12050,12350,2018/12
대양제지,83235000,2818,29536.91,1.187,상승,3130,3715,2018/12
대영포장,132241900,3001,44065.94,0.991,하락,1140,1130,2018/12
대우건설,2260989120,106055,21319.02,0.815,하락,5440,4435,2018/12
