순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%),총카운트
728,089030,테크윙,9080,-170,-1.8,120697,1090560060,9200,9200,8960,175414576880,0.01,19318786,,,
729,046440,KG모빌리언스,5830,0,0.0,31286,179006460,5830,5830,5640,174357559310,0.01,29906957,,,
730,066430,와이오엠,13900,-900,-6.1,376107,5269789850,14500,14750,13400,174346240500,0.01,12542895,,,
731,008700,아남전자,2260,-55,-2.4,459367,1044149305,2295,2320,2245,174302093200,0.01,77124820,,,
732,101490,에스앤에스텍,8830,-320,-3.5,1248965,11320385750,8990,9380,8800,174262972730,0.01,19735331,,,
733,036180,영인프런티어,9900,0,0.0,261759,2536813290,9680,9910,9590,174243375900,0.01,17600341,,,
734,036190,금화피에스시,29000,-1850,-6.0,11518,335753700,30650,30650,28650,174000000000,0.01,6000000,,,
735,131370,알서포트,3260,130,4.2,1773900,5740019745,3100,3340,3065,173650690580,0.01,53267083,,,
736,003060,에이프로젠제약,807,15,1.9,2034056,1610389020,792,810,771,173411844762,0.01,214884566,,,
737,001780,알루코,2325,-85,-3.5,126982,297713015,2390,2390,2315,173268537150,0.01,74524102,,,
738,109740,디에스케이,8510,-190,-2.2,31999,272303680,8700,8700,8100,173219033130,0.01,20354763,,,
739,900250,크리스탈신소재,2550,-20,-0.8,10153142,26609194000,2570,2680,2510,172848822600,0.01,67783852,,,
740,148150,세경하이테크,30550,-2600,-7.8,252620,7749810200,32700,32700,29450,171813200000,0.01,5624000,,,
741,072020,중앙백신,17250,-50,-0.3,44219,753015400,16950,17300,16900,171810000000,0.01,9960000,,,
742,060240,룽투코리아,7100,-160,-2.2,1458874,10185265440,7120,7260,6780,171650544300,0.01,24176133,,,
743,206650,유바이오로직스,6410,-150,-2.3,128728,820899110,6400,6460,6300,171403996130,0.01,26740093,,,
744,180400,캔서롭,7740,0,0.0,0,0,0,0,0,171289543680,0.01,22130432,,,
745,005389,현대차3우B,70500,-800,-1.1,4084,286247100,71000,71000,69600,171225817500,0.01,2428735,,,
746,029460,케이씨,12600,150,1.2,60908,754981350,12400,12600,12200,170780954400,0.01,13554044,,,
747,239340,줌인터넷,6880,-40,-0.6,3120442,21579365140,6690,7180,6600,170456568320,0.01,24775664,,,
748,075580,세진중공업,4440,-140,-3.1,116030,513413975,4510,4545,4375,170374876800,0.01,38372720,,,
749,017890,한국알콜,7880,230,3.0,103749,810931550,7600,7950,7550,170253388800,0.01,21605760,,,
750,077500,유니퀘스트,6210,-20,-0.3,62466,385010980,6220,6250,5870,169135404750,0.01,27235975,,,
751,282690,동아타이어,12300,-200,-1.6,5529,68241200,12500,12550,12250,168916084500,0.01,13733015,,,
752,102940,코오롱생명과학,14800,-50,-0.3,761710,10645757300,13350,15050,13150,168902868800,0.01,11412356,,,
753,121600,나노신소재,15550,-300,-1.9,62121,966341650,15300,16000,15300,168691578150,0.01,10848333,,,
754,084010,대한제강,6830,-70,-1.0,70170,475497980,6840,6890,6690,168337193220,0.01,24646734,,,
755,007720,대명코퍼레이션,1670,-35,-2.0,299706,501205575,1690,1705,1635,168336751500,0.01,100800450,,,
756,037460,삼지전자,10300,-100,-1.0,169984,1747227850,10150,10450,10100,168080776600,0.01,16318522,,,
757,033160,엠케이전자,7690,-210,-2.7,46434,358856160,7880,7900,7680,167701128410,0.01,21807689,,,
758,195990,유지인트,1250,0,0.0,3828386,4776495125,1210,1295,1165,167573950000,0.01,134059160,,,
759,194700,노바렉스,18600,-950,-4.9,244939,4508067300,19800,19800,17950,167469564000,0.01,9003740,,,
760,011810,STX,8480,-120,-1.4,60551,507097240,8420,8600,8280,167284128960,0.01,19726902,,,
761,086890,이수앱지스,6250,-450,-6.7,294064,1886641960,6600,6600,6250,166408075000,0.01,26625292,,,
762,073110,엘엠에스,18700,2200,13.3,1971403,35957546500,16500,19500,16450,166350618500,0.01,8895755,,,
763,201490,미투온,5320,-190,-3.4,433225,2324921670,5450,5490,5290,166291336400,0.01,31257770,,,
764,067290,JW신약,3985,-35,-0.9,138511,550416160,3990,4035,3905,166043656510,0.01,41667166,,,
765,007660,이수페타시스,4015,-210,-5.0,785484,3157895930,4075,4105,3955,165692617970,0.01,41268398,,,
766,005090,삼광글라스,34100,-450,-1.3,3110,105623300,34550,34800,33650,165535653800,0.01,4854418,,,
767,091090,세원셀론텍,2700,70,2.7,160300,429406420,2575,2725,2575,164675138400,0.01,60990792,,,
768,191420,테고사이언스,20300,550,2.8,20963,416941600,19350,20350,19350,164138370200,0.01,8085634,,,
769,263720,디앤씨미디어,13600,-200,-1.4,56437,759784700,13500,13750,13150,163762264800,0.01,12041343,,,
770,077970,STX엔진,7110,40,0.6,32921,233700530,7070,7230,7000,163593307440,0.01,23008904,,,
771,216050,인크로스,20250,-150,-0.7,12687,254835500,20200,20300,19800,163149734250,0.01,8056777,,,
772,093320,케이아이엔엑스,33350,-150,-0.4,47600,1550862350,32900,33600,31400,162748000000,0.01,4880000,,,
773,016380,동부제철,5970,-30,-0.5,14362,85294840,5810,6140,5800,162583541280,0.01,27233424,,,
774,215360,우리산업,17800,-1300,-6.8,133435,2405086750,18600,18800,17650,162552501400,0.01,9132163,,,
775,049960,쎌바이오텍,17250,-250,-1.4,29779,511533050,17500,17500,17000,162150000000,0.01,9400000,,,
776,214420,토니모리,9190,-190,-2.0,152512,1419566060,9420,9530,9120,162111600000,0.01,17640000,,,
777,293780,압타바이오,14850,-400,-2.6,99634,1486351950,15000,15150,14700,161593735050,0.01,10881733,,,
778,307930,컴퍼니케이,10350,-900,-8.0,934082,9890072950,11050,11250,10250,161563500000,0.01,15610000,,,
779,091120,이엠텍,10050,-350,-3.4,95185,956885760,10200,10300,9850,161412406800,0.01,16060936,,,
780,009460,한창제지,2700,-50,-1.8,1849570,5060022035,2730,2830,2660,161102212200,0.01,59667486,,,
781,001790,대한제당,18200,100,0.6,11943,214128200,18100,18200,17650,160888036400,0.01,8840002,,,
782,061040,알에프텍,7540,-170,-2.2,248506,1884906980,7600,7740,7450,160871223240,0.01,21335706,,,
783,110990,디아이티,8500,0,0.0,24866,208301700,8490,8530,8270,160650000000,0.01,18900000,,,
784,033110,코너스톤네트웍스,1390,-150,-9.7,1890640,2715300545,1495,1515,1390,160089623490,0.01,115172391,,,
785,002070,남영비비안,23300,600,2.6,266513,6107200800,21800,23600,21800,160023118500,0.01,6867945,,,
786,002450,삼익악기,1765,-130,-6.9,2906909,5193629160,1870,1910,1720,159787064975,0.01,90530915,,,
787,007820,에스엠코어,7950,-210,-2.6,74674,593946320,8100,8100,7850,159269870700,0.01,20033946,,,
788,036890,진성티이씨,7070,-30,-0.4,25241,177076740,7080,7080,6950,158949634760,0.01,22482268,,,
789,005945,NH투자증권우,8420,-120,-1.4,122838,1034546140,8500,8500,8400,158893550560,0.01,18870968,,,
790,217270,넵튠,7250,-70,-1.0,119927,835902920,7140,7270,6720,158740345000,0.01,21895220,,,
791,226340,본느,5170,-190,-3.5,461794,2363246750,5260,5340,5010,158716911320,0.01,30699596,,,
792,067170,오텍,10300,300,3.0,878618,9333921200,10900,11050,10250,158533531500,0.01,15391605,,,
793,015890,태경산업,5420,-120,-2.2,104197,563233690,5500,5530,5360,158419825000,0.01,29228750,,,
794,044450,KSS해운,6830,-80,-1.2,51443,349580090,6890,6900,6750,158359560400,0.01,23185880,,,
795,012030,DB,786,-24,-3.0,732529,575119406,799,810,775,158122711338,0.01,201173933,,,
796,005740,크라운해태홀딩스,10600,-250,-2.3,91845,973255050,10650,10800,10450,157381878200,0.01,14847347,,,
797,008040,사조동아원,1115,-30,-2.6,586107,655687430,1130,1145,1100,157376229000,0.01,141144600,,,
798,059090,미코,5000,-30,-0.6,362127,1823819595,4975,5110,4930,156583015000,0.01,31316603,,,
799,005990,매일홀딩스,11350,-100,-0.9,14526,166182150,11550,12050,11200,155702750400,0.01,13718304,,,
800,222800,심텍,6830,140,2.1,162846,1097541170,6590,6860,6550,155402709970,0.01,22752959,,,
801,014470,부방,3275,-130,-3.8,742354,2476043805,3400,3420,3275,154886179750,0.01,47293490,,,
802,241710,코스메카코리아,14500,300,2.1,130372,1882770950,14100,14850,13500,154860000000,0.01,10680000,,,
803,023770,플레이위드,36250,3850,11.9,715765,25470864450,32400,37450,32400,154545966250,0.01,4263337,,,
804,033240,자화전자,8570,-270,-3.0,100743,864613330,8770,8840,8500,153403000000,0.01,17900000,,,
805,089970,에이피티씨,6600,-30,-0.4,49665,320548410,6500,6600,6350,153348327000,0.01,23234595,,,
806,089470,HDC현대EP,4805,0,0.0,104767,489782105,4760,4835,4555,153279500000,0.01,31900000,,,
807,003960,사조대림,16700,200,1.2,100053,1702869650,16650,17550,16150,153046598900,0.01,9164467,,,
808,006405,삼성SDI우,94500,-1000,-1.0,7370,692373200,94800,95100,93500,152891172000,0.01,1617896,,,
809,160600,에스엔텍,12800,-350,-2.7,1752806,22548050500,12250,13500,11850,152730316800,0.01,11932056,,,
810,222040,코스맥스엔비티,7400,-140,-1.9,69036,511532680,7420,7590,7340,152647200000,0.01,20628000,,,
811,200710,에이디테크놀로지,16450,-150,-0.9,338323,5596316700,16600,16900,16150,152352217850,0.01,9261533,,,
812,030790,동양네트웍스,1505,-70,-4.4,730377,1102212890,1530,1545,1495,152348364245,0.01,101228149,,,
813,012690,모나리자,4155,-170,-3.9,3052354,12994165575,4300,4445,4060,151953564525,0.01,36571255,,,
814,093230,이아이디,336,-17,-4.8,21049976,7215110038,340,356,333,151935401856,0.01,452188696,,,
815,136540,윈스,12500,0,0.0,23838,293853250,12450,12500,12100,151744537500,0.01,12139563,,,
816,039570,HDC아이콘트롤스,9190,-20,-0.2,6562,59778540,9340,9340,9040,151267400000,0.01,16460000,,,
817,263920,블러썸엠앤씨,16000,1450,10.0,219189,3499442900,14550,17200,14250,151230336000,0.01,9451896,,,
818,054450,텔레칩스,11150,-200,-1.8,100213,1120126100,11200,11300,11000,150590907650,0.01,13505911,,,
819,290650,엘앤씨바이오,20500,100,0.5,53168,1072790800,20250,20600,19800,150456306000,0.01,7339332,,,
820,000320,노루홀딩스,11300,100,0.9,6649,74789350,11100,11400,11000,150190006300,0.01,13291151,,,
821,015860,일진홀딩스,3040,35,1.2,136124,413098605,3030,3090,2995,150016348320,0.01,49347483,,,
822,005420,코스모화학,9290,-220,-2.3,190296,1760334580,9250,9430,9070,149669564250,0.01,16110825,,,
823,264450,유비쿼스,29150,-1300,-4.3,45633,1341869500,29900,30000,29100,149363288250,0.01,5123955,,,
824,064550,바이오니아,6720,-140,-2.0,84940,566077320,6700,6770,6590,149307775680,0.01,22218419,,,
825,206560,덱스터,6050,-140,-2.3,127569,773273740,6050,6160,6010,149178050450,0.01,24657529,,,
826,002795,아모레G우,23150,50,0.2,10958,247740100,22550,23300,22100,149173275500,0.01,6443770,,,
827,005950,이수화학,9740,0,0.0,13096,126908950,9680,9740,9570,148807720000,0.01,15278000,,,
828,004250,NPC,4050,470,13.1,309482,1205928920,3580,4070,3580,148716000000,0.01,36720000,,,
829,179290,엠아이텍,4885,-55,-1.1,1692479,8218465275,4830,4975,4750,148619080830,0.01,30423558,,,
830,001290,상상인증권,1540,10,0.6,239046,365747880,1500,1565,1480,148006992980,0.01,96108437,,,
831,000860,강남제비스코,22750,450,2.0,3955,88420450,22500,22750,21900,147875000000,0.01,6500000,,,
832,007980,태평양물산,2940,-80,-2.6,189327,557229960,3005,3010,2900,146740521480,0.01,49911742,,,
833,100790,미래에셋벤처투자,4765,-190,-3.8,185459,889396495,4865,4910,4745,146129279475,0.01,30667215,,,
834,030210,KTB투자증권,2420,-75,-3.0,120084,290183975,2440,2450,2390,145960102640,0.01,60314092,,,
835,102280,쌍방울,1130,-40,-3.4,5935336,6852401135,1155,1190,1110,145910360690,0.01,129124213,,,
836,090470,제이스텍,9990,40,0.4,100209,1000371570,9890,10150,9760,145832101920,0.01,14597808,,,
837,078890,가온미디어,9860,-390,-3.8,524703,5231911380,10150,10400,9790,145776008100,0.01,14784585,,,
838,003555,LG우,43950,-850,-1.9,3962,174427850,45050,45150,43750,145680054150,0.01,3314677,,,
839,125210,아모그린텍,8770,-80,-0.9,65903,573350830,8660,8890,8540,144676848300,0.01,16496790,,,
840,023600,삼보판지,8940,-550,-5.8,132803,1189072240,9310,9310,8840,144559800000,0.01,16170000,,,
841,074430,아미노로직스,1645,-25,-1.5,190793,309827095,1635,1665,1590,144475158380,0.01,87826844,,,
842,058610,에스피지,6920,-90,-1.3,232207,1616075990,6950,7060,6830,144468667000,0.01,20876975,,,
843,002460,화성산업,11600,-500,-4.1,144145,1684073100,11850,12000,11450,144429280000,0.01,12450800,,,
844,117580,대성에너지,5250,0,0.0,8982,46812300,5250,5250,5200,144375000000,0.01,27500000,,,
845,065650,메디프론,4890,-35,-0.7,43378,208045580,4860,4890,4735,143957262570,0.01,29439113,,,
846,033340,좋은사람들,4810,-185,-3.7,1057786,5090446905,4800,4880,4735,143858557440,0.01,29908224,,,
847,900140,엘브이엠씨홀딩스,2810,10,0.4,73978,204333410,2775,2810,2700,143648433590,0.01,51120439,,,
848,302430,이노메트리,29700,-1350,-4.4,44035,1318370650,30650,30650,29650,143305707600,0.01,4825108,,,
849,067830,세이브존I&C,3490,-25,-0.7,11404,39216840,3510,3510,3365,143232723550,0.01,41040895,,,
850,038390,레드캡투어,16600,-50,-0.3,1796,29818150,16650,16750,16250,142585368000,0.01,8589480,,,
851,000215,대림산업우,37450,250,0.7,19577,732177600,37200,38000,37100,142310000000,0.01,3800000,,,
852,131390,피앤이솔루션,9930,0,0.0,143600,1429107340,9860,10100,9810,141800400000,0.01,14280000,,,
853,123420,선데이토즈,14800,-600,-3.9,61155,908193050,15050,15250,14500,141633661600,0.01,9569842,,,
854,064240,홈캐스트,4270,-35,-0.8,204068,865951430,4210,4350,4110,141314608120,0.01,33094756,,,
855,100700,세운메디칼,3220,-135,-4.0,285166,928691485,3360,3360,3210,141036000000,0.01,43800000,,,
856,143210,핸즈코퍼레이션,6450,40,0.6,12539,79729300,6260,6450,6260,141018078600,0.01,21863268,,,
857,024810,이화전기,234,-6,-2.5,3026118,711157175,236,238,233,140875713342,0.01,602032963,,,
858,054670,대한뉴팜,9800,-250,-2.5,66040,647548840,9950,9950,9750,140678216000,0.01,14354920,,,
859,063160,종근당바이오,26900,-1600,-5.6,105101,2861036550,27900,28300,26650,140673254100,0.01,5229489,,,
860,090350,노루페인트,7030,160,2.3,130768,920350890,6930,7210,6810,140600000000,0.01,20000000,,,
861,001460,BYC,225000,-2000,-0.9,1298,293654500,224500,230000,224000,140538375000,0.01,624615,,,
862,004890,동일산업,57900,200,0.4,563,32559600,57000,58100,57000,140419948500,0.01,2425215,,,
863,200880,서연이화,5180,340,7.0,2414393,13505588280,4950,6170,4950,140007303660,0.01,27028437,,,
864,027050,코리아나,3500,-135,-3.7,1410997,5141458320,3605,3760,3500,140000000000,0.01,40000000,,,
865,052790,액토즈소프트,12350,-600,-4.6,38238,472095500,12650,12750,12150,139933379300,0.01,11330638,,,
866,001390,KG케미칼,10750,-50,-0.5,50899,548695550,10600,11000,10500,139892244000,0.01,13013232,,,
867,024090,디씨엠,11950,400,3.5,4760,56079950,11600,12050,11450,139815000000,0.01,11700000,,,
868,067900,와이엔텍,7680,240,3.2,723774,5533313380,7400,7940,7090,139773381120,0.01,18199659,,,
869,036810,에프에스티,6900,-430,-5.9,455089,3212593680,7170,7310,6900,139613316600,0.01,20233814,,,
870,004270,남성,3855,-130,-3.3,2927688,11320775320,3855,3940,3805,139597876800,0.01,36212160,,,
871,122640,예스티,9950,-40,-0.4,125099,1229588400,9890,10150,9500,139333113600,0.01,14003328,,,
872,111710,남화산업,6760,390,6.1,1731487,12445979510,6360,7680,6360,139174880000,0.01,20588000,,,
873,073560,우리손에프앤지,2010,-25,-1.2,1012999,1991170725,2005,2030,1910,139167662430,0.01,69237643,,,
874,038340,UCI,4200,-200,-4.6,1381426,5841543040,4310,4405,4075,138982431000,0.01,33091055,,,
875,056700,신화인터텍,4770,-430,-8.3,1312929,6365833250,5190,5190,4690,138974384070,0.01,29135091,,,
876,018310,삼목에스폼,9450,-340,-3.5,12105,114764950,9460,9690,9440,138915000000,0.01,14700000,,,
877,241770,메카로,13750,-350,-2.5,42453,579913050,13700,13950,13400,138526300000,0.01,10074640,,,
878,099320,쎄트렉아이,19050,-50,-0.3,84013,1624426250,19250,19700,18800,138464677350,0.01,7268487,,,
879,000490,대동공업,5830,20,0.3,424688,2485032430,5790,5930,5730,138335464300,0.01,23728210,,,
880,248170,샘표식품,30250,300,1.0,56310,1700052950,29950,30750,29400,138190651500,0.01,4568286,,,
881,171120,라이온켐텍,7500,-10,-0.1,5813,43674590,7510,7610,7490,137689035000,0.01,18358538,,,
882,089890,코세스,8160,40,0.5,88959,717172250,8100,8260,7800,137512009920,0.01,16851962,,,
883,000390,삼화페인트,5200,-190,-3.5,67958,355194470,5340,5350,5170,137481505200,0.01,26438751,,,
884,065130,탑엔지니어링,8600,100,1.2,168198,1429850000,8400,8720,8290,137395810200,0.01,15976257,,,
885,096775,SK이노베이션우,110000,-1500,-1.4,1796,197674500,109500,110500,109500,137326860000,0.01,1248426,,,
886,175250,아이큐어,21300,-850,-3.8,76889,1629544750,21900,22450,20600,136614770700,0.01,6413839,,,
887,100250,진양홀딩스,2440,-20,-0.8,56380,136998200,2455,2460,2405,136384512480,0.01,55895292,,,
888,096040,이트론,390,-12,-3.0,6677353,2658593466,402,416,390,136343511720,0.01,349598748,,,
889,004310,현대약품,4260,20,0.5,134543,568766585,4200,4300,4105,136320000000,0.01,32000000,,,
890,225530,보광산업,3800,-35,-0.9,53491,202630535,3860,3860,3710,136268570000,0.01,35860150,,,
891,222080,씨아이에스,2540,0,0.0,1088701,2790306580,2530,2630,2490,136206750700,0.01,53624705,,,
892,097955,CJ제일제당 우,102500,-3500,-3.3,7620,775545500,104500,104500,101000,136061882500,0.01,1327433,,,
893,037950,엘컴텍,1610,10,0.6,5621858,9274592605,1620,1715,1590,135960505590,0.01,84447519,,,
894,108490,로보티즈,12050,-50,-0.4,55468,660615100,12000,12300,11550,135574550000,0.01,11251000,,,
895,060310,3S,3025,-265,-8.0,638992,1989030010,3155,3250,2995,135435732575,0.01,44772143,,,
896,006220,제주은행,4205,5,0.1,8062,33655000,4195,4215,4115,135101494670,0.01,32128774,,,
897,190510,나무가,39200,-500,-1.3,58159,2348105450,39400,42100,38450,134516760000,0.01,3431550,,,
898,068290,삼성출판사,13450,-400,-2.9,48234,647449450,13800,13800,13250,134500000000,0.01,10000000,,,
899,115180,큐리언트,15650,-500,-3.1,13433,210538850,16000,16100,15500,134495567900,0.01,8593966,,,
900,003460,유화증권,11850,50,0.4,1041,12320050,11800,12000,11700,134384723550,0.01,11340483,,,
901,161580,필옵틱스,7750,-410,-5.0,238338,1857871190,7950,8010,7730,134299990250,0.01,17329031,,,
902,007680,대원,12100,-200,-1.6,25958,315190000,11950,12600,11950,133705000000,0.01,11050000,,,
903,204620,글로벌텍스프리,3580,35,1.0,62613,221676695,3490,3590,3470,133370100440,0.01,37254218,,,
904,011150,CJ씨푸드,3710,5,0.1,25396600,92300552040,3680,3815,3455,133303167830,0.01,35930773,,,
905,050110,캠시스,2190,0,0.0,1879077,4191147765,2250,2275,2175,133226054850,0.01,60833815,,,
906,138580,비즈니스온,13950,-1150,-7.6,201109,2824402500,14650,14900,13500,133151913000,0.01,9544940,,,
907,021320,KCC건설,6210,-60,-1.0,16114,99899440,6200,6270,6130,132894000000,0.01,21400000,,,
908,038880,아이에이,550,-18,-3.2,1430944,794873867,559,564,550,132779504550,0.01,241417281,,,
909,096240,청담러닝,17300,100,0.6,20634,355539850,17050,17500,16900,132771462300,0.01,7674651,,,
910,123690,한국화장품,8250,-420,-4.8,256334,2159525640,8450,8710,8250,132561000000,0.01,16068000,,,
